Id,Obs,Mdl
9623,1,1
9624,2,2
9625,2,1
9626,1,0
9627,1,0
9628,1,0
9629,2,2
9630,1,1
9631,1,0
9632,1,1
9633,1,0
9634,1,1
9635,1,0
9636,1,1
9637,1,1
9638,2,1
9639,1,1
9640,1,0
9641,1,0
9642,1,1
9643,1,0
9644,1,1
9645,1,1
9646,2,2
9647,1,1
9648,3,1
9649,1,1
9650,1,1
9651,1,1
9652,1,0
9653,1,0
9654,1,1
9655,1,0
9656,1,1
9657,1,1
9658,1,1
9659,1,1
9660,1,0
9661,2,1
9662,1,1
9663,8,4
9664,3,1
9665,1,1
9666,1,0
9667,2,0
9668,1,1
9669,1,1
9670,1,1
9671,1,1
9672,1,1
9673,1,1
9674,1,0
9675,1,1
9676,1,1
9677,1,0
9678,1,0
9679,1,1
9680,1,1
9681,1,1
9682,1,1
9683,1,1
9684,1,1
9685,2,2
9686,2,2
9687,1,1
9688,1,0
9689,1,1
9690,2,0
9691,1,1
9692,1,0
9693,1,1
9694,1,1
9695,1,1
9696,1,1
9697,1,1
9698,1,0
9699,1,1
9700,1,0
9701,3,2
9702,1,1
9703,1,1
9704,1,0
9705,1,1
9706,1,1
9707,1,0
9708,1,1
9709,1,0
9710,1,0
9711,1,1
9712,1,1
9713,1,0
9714,1,0
9715,1,1
9716,1,1
9717,1,1
9718,1,1
9719,1,1
9720,1,1
9721,1,1
9722,1,1
9723,1,1
9724,1,0
9725,1,1
9726,1,1
9727,1,1
9728,1,1
9729,3,3
9730,1,1
9731,2,1
9732,1,1
9733,1,1
9734,1,1
9735,1,1
9736,1,0
9737,2,2
9738,2,2
9739,2,0
9740,1,0
9741,1,0
9742,1,0
9743,1,0
9744,1,0
9745,1,1
9746,1,1
9747,8,8
9748,1,1
9749,2,0
9750,1,1
9751,1,1
9752,1,0
9753,2,2
9754,1,0
9755,1,1
9756,1,1
9757,1,1
9758,3,3
9759,1,0
9760,1,1
9761,2,1
9762,8,6
9763,1,0
9764,1,0
9765,1,1
9766,1,1
9767,6,5
9768,1,0
9769,1,1
9770,1,1
9771,1,1
9772,1,1
9773,1,1
9774,1,1
9775,1,0
9776,1,1
9777,1,0
9778,1,0
9779,1,0
9780,1,1
9781,1,0
9782,1,1
9783,1,0
9784,1,0
9785,1,1
9786,1,1
9787,1,0
9788,1,0
9789,1,0
9790,1,1
9791,1,1
9792,1,1
9793,1,0
9794,1,0
9795,1,1
9796,1,1
9797,1,0
9798,1,0
9799,1,1
9800,1,1
9801,1,1
9802,1,0
9803,1,0
9804,1,1
9805,1,0
9806,1,0
9807,1,0
9808,1,1
9809,1,1
9810,1,1
9811,1,1
9812,1,1
9813,1,1
9814,1,0
9815,1,1
9816,1,1
9817,1,0
9818,1,0
9819,1,0
9820,1,1
9821,1,1
9822,1,1
9823,1,1
9824,1,1
9825,1,1
9826,1,0
9827,1,1
9828,1,1
9829,1,1
9830,1,0
9831,1,1
9832,1,1
9833,1,0
9834,1,0
9835,1,0
9836,1,1
9837,1,1
9838,1,1
9839,1,0
9840,1,0
9841,1,0
9842,1,1
9843,1,0
9844,2,2
9845,1,1
9846,3,3
9847,1,0
9848,1,0
9849,1,1
9850,1,0
9851,1,0
9852,1,0
9853,1,0
9854,1,0
9855,1,0
9856,2,1
9857,1,1
9858,1,1
9859,1,1
9860,1,1
9861,1,1
9862,1,1
9863,1,1
9864,2,2
9865,2,2
9866,1,1
9867,1,1
9868,1,0
9869,1,1
9870,3,3
9871,1,0
9872,1,1
9873,1,0
9874,1,0
9875,3,3
9876,1,0
9877,1,1
9878,1,1
9879,1,1
9880,1,1
9881,1,0
9882,3,0
9883,1,1
9884,2,1
9885,1,1
9886,1,1
9887,1,0
9888,1,0
9889,1,1
9890,1,0
9891,2,1
9892,1,1
9893,2,2
9894,1,1
9895,1,0
9896,2,1
9897,1,0
9898,1,1
9899,1,0
9900,1,1
9901,1,1
9902,1,1
9903,1,0
9904,1,0
9905,1,1
9906,1,1
9907,1,1
9908,1,1
9909,1,1
9910,1,0
9911,1,0
9912,1,1
9913,1,1
9914,1,1
9915,1,1
9916,1,1
9917,2,2
9918,1,1
9919,1,1
9920,1,1
9921,1,1
9922,1,0
9923,1,1
9924,1,1
9925,1,1
9926,1,0
9927,1,1
9928,2,2
9929,1,1
9930,1,1
9931,1,0
9932,1,0
9933,1,1
9934,1,0
9935,1,0
9936,1,1
9937,1,1
9938,1,1
9939,1,0
9940,1,1
9941,1,0
9942,2,2
9943,1,1
9944,1,0
9945,1,1
9946,1,0
9947,2,2
9948,1,1
9949,1,1
9950,2,0
9951,1,1
9952,2,2
9953,1,1
9954,1,1
9955,1,0
9956,1,0
9957,1,1
9958,1,0
9959,1,1
9960,1,1
9961,3,2
9962,1,1
9963,1,1
9964,1,1
9965,1,1
9966,2,1
9967,1,1
9968,1,0
9969,1,0
9970,5,5
9971,1,0
9972,1,1
9973,1,1
9974,1,1
9975,1,1
9976,1,1
9977,1,1
9978,1,1
9979,1,1
9980,1,0
9981,1,1
9982,1,1
9983,1,1
9984,1,1
9985,1,1
9986,1,1
9987,1,1
9988,1,1
9989,1,1
9990,1,1
9991,1,1
9992,6,6
9993,1,0
9994,1,1
9995,1,1
9996,2,2
9997,1,1
9998,1,1
9999,1,0
10000,1,0
10001,1,1
10002,1,0
10003,1,1
10004,1,1
10005,1,1
10006,1,1
10007,1,1
10008,1,1
10009,1,1
10010,1,1
10011,1,0
10012,1,1
10013,1,0
10014,3,0
10015,1,0
10016,1,1
10017,1,1
10018,1,1
10019,1,1
10020,1,0
10021,1,0
10022,1,0
10023,1,0
10024,2,3
10025,2,1
10026,1,1
10027,1,0
10028,1,0
10029,1,1
10030,5,4
10031,1,0
10032,1,0
10033,1,1
10034,1,0
10035,2,2
10036,3,2
10037,1,0
10038,1,1
10039,2,2
10040,1,1
10041,1,1
10042,1,1
10043,1,1
10044,1,1
10045,6,5
10046,1,0
10047,1,1
10048,1,1
10049,1,0
10050,1,1
10051,1,1
10052,1,1
10053,1,0
10054,1,0
10055,1,1
10056,2,0
10057,1,1
10058,1,0
10059,1,1
10060,1,0
10061,2,0
10062,1,1
10063,1,1
10064,1,1
10065,1,0
10066,1,2
10067,1,0
10068,1,1
10069,1,1
10070,1,1
10071,1,0
10072,3,3
10073,1,1
10074,2,0
10075,1,1
10076,4,3
10077,1,0
10078,1,0
10079,1,0
10080,1,0
10081,2,1
10082,1,0
10083,3,3
10084,2,1
10085,1,1
10086,1,0
10087,2,1
10088,1,1
10089,1,1
10090,1,0
10091,1,1
10092,1,1
10093,1,1
10094,1,1
10095,1,1
10096,3,3
10097,4,4
10098,1,1
10099,1,0
10100,2,2
10101,1,1
10102,1,0
10103,4,4
10104,2,0
10105,1,0
10106,1,1
10107,1,0
10108,1,1
10109,16,8
10110,1,1
10111,1,0
10112,2,1
10113,2,0
10114,3,3
10115,1,1
10116,1,1
10117,1,1
10118,1,0
10119,1,0
10120,1,1
10121,1,0
10122,1,1
10123,1,0
10124,2,2
10125,1,1
10126,1,1
10127,1,0
10128,1,0
10129,1,0
10130,1,0
10131,1,1
10132,1,1
10133,1,1
10134,1,0
10135,1,1
10136,1,0
10137,2,1
10138,1,1
10139,1,0
10140,1,1
10141,1,1
10142,1,1
10143,1,0
10144,1,1
10145,1,0
10146,1,1
10147,1,1
10148,1,1
10149,1,0
10150,1,1
10151,2,0
10152,1,1
10153,1,1
10154,1,0
10155,1,0
10156,1,1
10157,1,0
10158,1,1
10159,1,1
10160,2,1
10161,1,1
10162,1,0
10163,1,1
10164,1,1
10165,1,1
10166,1,1
10167,1,1
10168,1,1
10169,1,0
10170,1,0
10171,1,1
10172,1,1
10173,1,1
10174,1,1
10175,2,1
10176,1,0
10177,1,1
10178,1,0
10179,2,2
10180,1,0
10181,2,1
10182,1,0
10183,2,2
10184,1,1
10185,1,1
10186,1,0
10187,1,1
10188,1,1
10189,1,1
10190,1,0
10191,1,0
10192,1,1
10193,1,1
10194,1,0
10195,1,0
10196,1,1
10197,1,1
10198,2,2
10199,1,1
10200,1,0
10201,1,0
10202,1,1
10203,2,1
10204,1,0
10205,1,1
10206,1,1
10207,1,1
10208,1,1
10209,1,1
10210,1,1
10211,1,1
10212,1,0
10213,1,1
10214,1,0
10215,1,0
10216,1,0
10217,2,1
10218,1,1
10219,7,7
10220,7,4
10221,2,2
10222,4,2
10223,1,0
10224,2,0
10225,2,0
10226,3,0
10227,2,2
10228,2,0
10229,1,0
10230,1,0
10231,3,2
10232,3,3
10233,1,0
10234,7,4
10235,3,0
10236,1,0
10237,1,0
10238,1,0
10239,3,0
10240,1,0
10241,1,1
10242,1,0
10243,9,9
10244,3,0
10245,1,1
10246,1,1
10247,1,0
10248,1,1
10249,1,0
10250,1,0
10251,1,0
10252,1,1
10253,1,1
10254,1,1
10255,1,1
10256,1,1
10257,1,1
10258,1,1
10259,1,1
10260,1,1
10261,1,0
10262,1,1
10263,1,1
10264,1,0
10265,1,1
10266,1,1
10267,2,1
10268,1,1
10269,1,1
10270,1,1
10271,6,3
10272,3,2
10273,1,0
10274,1,2
10275,2,2
10276,1,1
10277,3,3
10278,1,1
10279,2,2
10280,1,0
10281,1,1
10282,1,1
10283,1,1
10284,12,6
10285,4,0
10286,3,2
10287,2,2
10288,8,0
10289,7,0
10290,4,0
10291,1,1
10292,1,0
10293,2,1
10294,1,0
10295,2,1
10296,1,1
10297,1,1
10298,2,2
10299,1,1
10300,1,1
10301,1,0
10302,2,1
10303,1,1
10304,3,2
10305,1,1
10306,1,1
10307,1,1
10308,1,1
10309,1,1
10310,1,0
10311,1,1
10312,1,1
10313,1,1
10314,1,1
10315,1,1
10316,1,1
10317,2,0
10318,1,1
10319,1,1
10320,1,1
10321,1,1
10322,1,1
10323,3,3
10324,1,1
10325,3,1
10326,1,1
10327,1,0
10328,1,0
10329,1,0
10330,1,0
10331,1,1
10332,1,1
10333,1,0
10334,1,0
10335,1,0
10336,1,1
10337,1,0
10338,1,1
10339,1,1
10340,1,0
10341,1,1
10342,1,0
10343,1,0
10344,1,0
10345,1,1
10346,2,1
10347,1,0
10348,2,2
10349,1,0
10350,1,1
10351,1,1
10352,1,1
10353,1,1
10354,1,1
10355,1,1
10356,1,1
10357,1,0
10358,1,0
10359,1,0
10360,1,1
10361,1,1
10362,1,1
10363,2,0
10364,1,0
10365,1,1
10366,1,1
10367,2,2
10368,2,0
10369,1,1
10370,1,1
10371,1,1
10372,1,0
10373,1,1
10374,1,1
10375,1,1
10376,1,1
10377,1,1
10378,2,2
10379,3,3
10380,2,0
10381,1,1
10382,2,0
10383,1,1
10384,3,2
10385,1,1
10386,1,0
10387,1,0
10388,1,1
10389,2,2
10390,1,0
10391,1,0
10392,1,0
10393,2,2
10394,1,0
10395,2,2
10396,1,2
10397,1,0
10398,1,1
10399,2,0
10400,1,1
10401,1,1
10402,1,1
10403,1,1
10404,1,1
10405,3,2
10406,2,2
10407,1,1
10408,2,2
10409,1,1
10410,2,2
10411,1,0
10412,2,0
10413,2,0
10414,2,2
10415,1,1
10416,2,2
10417,1,1
10418,1,1
10419,1,1
10420,1,1
10421,1,1
10422,1,1
10423,1,1
10424,1,0
10425,1,0
10426,1,0
10427,2,0
10428,1,0
10429,1,0
10430,2,1
10431,1,0
10432,1,1
10433,1,1
10434,1,1
10435,1,1
10436,1,0
10437,2,1
10438,1,1
10439,1,1
10440,1,0
10441,1,1
10442,1,1
10443,1,1
10444,1,0
10445,1,1
10446,2,2
10447,1,1
10448,1,1
10449,1,1
10450,1,0
10451,1,1
10452,1,1
10453,1,1
10454,1,1
10455,1,0
10456,1,1
10457,1,1
10458,1,1
10459,2,1
10460,1,1
10461,1,1
10462,2,1
10463,1,1
10464,2,2
10465,1,1
10466,1,1
10467,4,4
10468,1,1
10469,1,1
10470,1,0
10471,1,1
10472,1,0
10473,1,1
10474,1,0
10475,1,1
10476,1,1
10477,1,1
10478,1,1
10479,1,1
10480,1,1
10481,1,1
10482,1,1
10483,1,0
10484,1,1
10485,1,1
10486,2,0
10487,1,1
10488,1,1
10489,1,0
10490,1,1
10491,1,0
10492,1,0
10493,2,2
10494,1,0
10495,2,2
10496,1,1
10497,1,0
10498,1,0
10499,3,3
10500,1,1
10501,1,1
10502,9,9
10503,1,1
10504,1,1
10505,1,0
10506,1,1
10507,1,0
10508,1,1
10509,1,0
10510,3,3
10511,1,0
10512,2,2
10513,2,1
10514,1,0
10515,1,1
10516,1,0
10517,1,1
10518,1,1
10519,1,1
10520,1,0
10521,1,0
10522,1,1
10523,1,0
10524,1,1
10525,1,1
10526,2,2
10527,1,1
10528,1,1
10529,1,0
10530,1,0
10531,1,1
10532,1,1
10533,2,2
10534,1,1
10535,1,1
10536,1,1
10537,1,1
10538,1,0
10539,1,1
10540,1,1
10541,1,0
10542,1,0
10543,1,0
10544,2,2
10545,1,1
10546,1,0
10547,1,0
10548,1,1
10549,1,1
10550,1,1
10551,1,0
10552,1,0
10553,1,1
10554,1,0
10555,1,0
10556,1,0
10557,1,1
10558,1,1
10559,1,1
10560,1,1
10561,1,1
10562,1,1
10563,1,1
10564,1,1
10565,1,1
10566,1,0
10567,1,1
10568,1,1
10569,2,1
10570,1,0
10571,1,1
10572,1,1
10573,1,0
10574,1,0
10575,1,1
10576,1,1
10577,2,2
10578,1,0
10579,1,0
10580,1,0
10581,1,0
10582,1,1
10583,1,0
10584,2,1
10585,1,1
10586,1,1
10587,1,0
10588,1,1
10589,1,0
10590,1,0
10591,1,0
10592,1,1
10593,2,2
10594,1,1
10595,1,1
10596,1,1
10597,1,1
10598,1,1
10599,2,0
10600,1,0
10601,1,1
10602,1,1
10603,1,0
10604,1,1
10605,1,1
10606,1,1
10607,1,1
10608,3,0
10609,1,0
10610,1,0
10611,1,0
10612,1,0
10613,1,1
10614,1,1
10615,1,1
10616,1,0
10617,1,1
10618,1,1
10619,1,0
10620,3,3
10621,1,0
10622,2,1
10623,1,0
10624,1,0
10625,1,1
10626,1,0
10627,1,1
10628,1,1
10629,1,1
10630,1,1
10631,1,1
10632,1,1
10633,1,0
10634,1,0
10635,1,0
10636,1,0
10637,1,0
10638,4,2
10639,1,0
10640,1,0
10641,3,0
10642,1,0
10643,1,0
10644,1,1
10645,1,1
10646,1,1
10647,1,1
10648,1,1
10649,1,1
10650,1,0
10651,1,1
10652,1,0
10653,1,0
10654,1,1
10655,1,1
10656,1,0
10657,1,0
10658,1,1
10659,1,0
10660,1,1
10661,2,2
10662,1,1
10663,1,0
10664,1,1
10665,1,1
10666,1,0
10667,1,1
10668,1,1
10669,1,1
10670,1,0
10671,1,0
10672,1,1
10673,1,1
10674,1,1
10675,1,0
10676,1,1
10677,2,1
10678,2,1
10679,1,0
10680,1,1
10681,3,2
10682,1,1
10683,2,2
10684,1,0
10685,1,1
10686,4,3
10687,2,1
10688,1,0
10689,1,2
10690,1,0
10691,1,0
10692,1,0
10693,1,1
10694,1,1
10695,1,0
10696,2,0
10697,1,0
10698,1,1
10699,2,1
10700,1,1
10701,1,1
10702,1,1
10703,1,0
10704,1,1
10705,1,1
10706,1,1
10707,1,2
10708,4,3
10709,1,1
10710,1,1
10711,1,0
10712,1,1
10713,1,1
10714,4,4
10715,1,0
10716,1,0
10717,1,1
10718,1,0
10719,1,1
10720,1,0
10721,1,0
10722,1,0
10723,1,1
10724,1,0
10725,1,0
10726,1,1
10727,1,1
10728,1,1
10729,1,1
10730,1,1
10731,1,1
10732,1,1
10733,2,1
10734,8,8
10735,2,1
10736,1,0
10737,1,0
10738,1,1
10739,1,1
10740,1,1
10741,1,0
10742,1,1
10743,1,1
10744,1,0
10745,1,1
10746,1,1
10747,1,0
10748,1,1
10749,1,1
10750,1,0
10751,1,0
10752,1,1
10753,1,1
10754,1,1
10755,1,1
10756,3,2
10757,1,1
10758,1,1
10759,1,1
10760,3,3
10761,1,1
10762,1,0
10763,1,0
10764,2,1
10765,1,1
10766,1,1
10767,1,1
10768,1,0
10769,1,1
10770,1,1
10771,1,1
10772,1,0
10773,1,1
10774,1,1
10775,1,0
10776,1,0
10777,1,1
10778,1,0
10779,1,1
10780,1,0
10781,2,1
10782,1,0
10783,3,0
10784,2,2
10785,2,2
10786,2,1
10787,2,1
10788,1,0
10789,4,1
10790,1,0
10791,2,1
10792,1,0
10793,1,1
10794,5,3
10795,1,0
10796,1,0
10797,1,1
10798,3,1
10799,1,1
10800,1,0
10801,1,0
10802,1,0
10803,1,1
10804,1,1
10805,1,1
10806,1,0
10807,1,1
10808,1,1
10809,1,1
10810,2,2
10811,2,0
10812,2,1
10813,1,0
10814,1,0
10815,1,1
10816,1,1
10817,1,0
10818,2,1
10819,10,10
10820,2,0
10821,1,1
10822,1,1
10823,1,1
10824,1,1
10825,1,1
10826,1,1
10827,3,0
10828,2,0
10829,1,0
10830,2,2
10831,1,0
10832,2,2
10833,1,1
10834,1,1
10835,1,0
10836,1,1
10837,1,0
10838,1,0
10839,3,3
10840,1,1
10841,1,1
10842,8,5
10843,1,0
10844,7,5
10845,2,0
10846,6,3
10847,2,2
10848,7,5
10849,1,0
10850,10,9
10851,3,2
10852,1,1
10853,1,0
10854,5,4
10855,3,0
10856,4,2
10857,2,2
10858,2,0
10859,1,1
10860,1,1
10861,1,1
10862,1,0
10863,1,0
10864,1,1
10865,2,2
10866,1,1
10867,1,1
10868,1,1
10869,1,1
10870,1,1
10871,1,1
10872,1,1
10873,1,1
10874,1,0
10875,1,1
10876,1,1
10877,1,0
10878,1,1
10879,2,0
10880,1,0
10881,1,1
10882,1,1
10883,1,1
10884,1,0
10885,1,1
10886,1,1
10887,1,0
10888,1,0
10889,1,0
10890,2,1
10891,1,0
10892,2,0
10893,1,1
10894,1,1
10895,1,0
10896,2,0
10897,2,2
10898,2,1
10899,1,0
10900,1,1
10901,1,0
10902,1,0
10903,2,2
10904,4,2
10905,1,1
10906,1,0
10907,1,1
10908,1,1
10909,1,0
10910,1,1
10911,1,0
10912,1,1
10913,1,1
10914,1,0
10915,2,0
10916,1,1
10917,1,1
10918,1,0
10919,1,1
10920,5,4
10921,1,1
10922,1,0
10923,1,1
10924,1,1
10925,1,1
10926,1,0
10927,1,0
10928,1,0
10929,1,0
10930,3,1
10931,1,1
10932,4,2
10933,1,0
10934,1,0
10935,1,0
10936,2,0
10937,1,0
10938,3,3
10939,3,3
10940,1,0
10941,2,0
10942,2,0
10943,1,0
10944,1,0
10945,2,0
10946,1,0
10947,1,0
10948,1,0
10949,1,1
10950,1,1
10951,1,0
10952,1,1
10953,1,1
10954,1,1
10955,1,0
10956,2,1
10957,1,0
10958,1,1
10959,1,1
10960,1,0
10961,1,0
10962,1,0
10963,1,1
10964,1,0
10965,1,1
10966,1,1
10967,1,1
10968,1,1
10969,1,1
10970,1,1
10971,1,1
10972,1,0
10973,1,0
10974,1,1
10975,3,1
10976,1,1
10977,1,1
10978,1,1
10979,4,3
10980,1,0
10981,1,1
10982,1,0
10983,2,0
10984,3,0
10985,1,1
10986,1,0
10987,1,0
10988,1,1
10989,1,1
10990,3,1
10991,1,0
10992,1,0
10993,2,1
10994,1,0
10995,1,1
10996,1,1
10997,1,0
10998,1,0
10999,1,0
11000,1,1
11001,1,1
11002,1,0
11003,1,1
11004,1,0
11005,1,1
11006,1,0
11007,1,0
11008,1,1
11009,1,1
11010,1,1
11011,2,0
11012,1,0
11013,2,0
11014,1,1
11015,1,0
11016,1,0
11017,1,1
11018,8,3
11019,2,2
11020,1,0
11021,6,3
11022,1,1
11023,2,0
11024,1,1
11025,5,5
11026,6,6
11027,3,0
11028,15,16
11029,1,1
11030,2,0
11031,4,4
11032,1,0
11033,1,1
11034,1,1
11035,1,0
11036,1,0
11037,3,3
11038,2,2
11039,1,0
11040,1,0
11041,2,0
11042,2,1
11043,1,1
11044,1,0
11045,1,1
11046,1,0
11047,1,0
11048,1,1
11049,1,0
11050,1,1
11051,22,22
11052,3,3
11053,2,2
11054,4,2
11055,1,0
11056,26,25
11057,3,0
11058,2,0
11059,1,1
11060,2,1
11061,2,1
11062,1,0
11063,1,0
11064,2,1
11065,2,2
11066,1,1
11067,5,5
11068,4,2
11069,2,1
11070,1,0
11071,1,1
11072,1,1
11073,1,1
11074,1,1
11075,1,1
11076,1,1
11077,1,1
11078,1,1
11079,1,1
11080,1,1
11081,3,3
11082,3,3
11083,10,10
11084,1,1
11085,1,1
11086,1,1
11087,1,1
11088,1,0
11089,1,0
11090,1,1
11091,1,1
11092,1,1
11093,1,1
11094,1,1
11095,1,1
11096,1,1
11097,1,1
11098,1,1
11099,2,2
11100,3,2
11101,1,0
11102,1,1
11103,1,0
11104,1,1
11105,1,0
11106,1,1
11107,1,1
11108,1,1
11109,1,0
11110,1,0
11111,1,1
11112,1,1
11113,4,2
11114,2,2
11115,2,2
11116,1,1
11117,1,1
11118,3,0
11119,1,1
11120,1,0
11121,1,0
11122,1,0
11123,1,1
11124,1,1
11125,1,1
11126,1,1
11127,1,1
11128,1,0
11129,1,1
11130,1,1
11131,1,1
11132,1,0
11133,1,1
11134,1,1
11135,1,1
11136,1,0
11137,1,1
11138,1,1
11139,1,0
11140,2,1
11141,1,1
11142,1,0
11143,1,1
11144,1,1
11145,1,1
11146,1,1
11147,1,1
11148,2,0
11149,1,2
11150,1,1
11151,1,0
11152,1,0
11153,1,1
11154,1,1
11155,1,1
11156,1,1
11157,1,1
11158,1,1
11159,1,0
11160,1,1
11161,1,1
11162,2,1
11163,1,0
11164,1,0
11165,2,0
11166,1,1
11167,1,1
11168,1,1
11169,1,1
11170,1,1
11171,1,0
11172,1,1
11173,1,1
11174,1,1
11175,1,1
11176,1,1
11177,1,1
11178,3,3
11179,1,1
11180,1,1
11181,1,0
11182,1,1
11183,1,1
11184,1,1
11185,1,1
11186,1,0
11187,1,1
11188,1,1
11189,2,2
11190,1,1
11191,1,1
11192,1,1
11193,1,0
11194,1,1
11195,1,0
11196,1,1
11197,1,1
11198,1,0
11199,1,0
11200,1,0
11201,1,0
11202,1,0
11203,1,1
11204,1,1
11205,3,2
11206,1,1
11207,1,0
11208,3,3
11209,1,1
11210,1,1
11211,1,1
11212,1,1
11213,1,1
11214,1,0
11215,1,0
11216,1,1
11217,1,0
11218,1,0
11219,1,1
11220,1,1
11221,1,1
11222,1,0
11223,1,1
11224,1,0
11225,1,1
11226,2,2
11227,1,1
11228,1,1
11229,1,1
11230,1,1
11231,1,1
11232,1,1
11233,3,3
11234,1,1
11235,1,1
11236,1,1
11237,1,1
11238,1,1
11239,1,0
11240,1,1
11241,1,0
11242,1,1
11243,1,1
11244,1,1
11245,1,1
11246,1,1
11247,1,1
11248,1,1
11249,1,1
11250,1,1
11251,1,1
11252,1,0
11253,1,1
11254,1,1
11255,2,2
11256,1,1
11257,1,1
11258,1,0
11259,1,1
11260,1,1
11261,1,1
11262,1,1
11263,1,1
11264,1,1
11265,1,1
11266,1,1
11267,1,0
11268,1,0
11269,1,0
11270,1,0
11271,1,1
11272,1,1
11273,2,2
11274,1,1
11275,1,1
11276,1,0
11277,1,1
11278,1,1
11279,1,1
11280,1,1
11281,1,1
11282,2,1
11283,4,0
11284,1,0
11285,4,4
11286,1,1
11287,2,2
11288,5,4
11289,1,1
11290,1,0
11291,1,1
11292,1,0
11293,1,0
11294,1,1
11295,1,0
11296,3,3
11297,1,1
11298,1,1
11299,1,1
11300,2,1
11301,1,0
11302,1,0
11303,1,1
11304,1,1
11305,1,0
11306,1,1
11307,1,1
11308,1,0
11309,1,1
11310,1,1
11311,1,0
11312,1,0
11313,1,1
11314,1,1
11315,1,1
11316,1,1
11317,1,1
11318,1,1
11319,1,1
11320,1,0
11321,1,1
11322,1,1
11323,5,5
11324,1,1
11325,1,1
11326,1,1
11327,1,0
11328,1,1
11329,1,1
11330,1,1
11331,1,1
11332,2,2
11333,1,1
11334,1,1
11335,3,3
11336,1,1
11337,1,1
11338,1,1
11339,1,1
11340,2,1
11341,2,0
11342,1,1
11343,1,1
11344,1,0
11345,1,0
11346,1,0
11347,1,1
11348,2,2
11349,1,1
11350,1,0
11351,1,1
11352,1,1
11353,3,3
11354,1,1
11355,1,1
11356,1,0
11357,1,1
11358,2,0
11359,1,1
11360,1,1
11361,2,2
11362,1,0
11363,4,2
11364,4,4
11365,1,1
11366,1,1
11367,1,1
11368,1,0
11369,2,0
11370,1,0
11371,4,0
11372,3,3
11373,1,0
11374,1,0
11375,1,0
11376,1,1
11377,1,1
11378,2,2
11379,1,1
11380,1,1
11381,1,1
11382,1,0
11383,5,4
11384,2,2
11385,1,0
11386,1,0
11387,1,1
11388,1,0
11389,1,0
11390,1,1
11391,1,0
11392,1,0
11393,1,1
11394,1,1
11395,2,2
11396,1,1
11397,1,1
11398,1,0
11399,1,1
11400,2,0
11401,1,1
11402,2,1
11403,1,1
11404,1,0
11405,1,0
11406,1,1
11407,3,3
11408,1,0
11409,2,1
11410,1,0
11411,1,0
11412,1,1
11413,1,1
11414,4,2
11415,1,0
11416,1,0
11417,1,1
11418,1,1
11419,1,2
11420,4,1
11421,1,0
11422,2,1
11423,1,0
11424,1,1
11425,1,1
11426,1,0
11427,1,1
11428,1,1
11429,1,0
11430,1,1
11431,1,1
11432,1,1
11433,1,1
11434,1,1
11435,1,0
11436,1,0
11437,1,0
11438,1,1
11439,2,2
11440,1,0
11441,1,1
11442,1,1
11443,1,1
11444,1,1
11445,1,1
11446,1,1
11447,1,0
11448,1,0
11449,1,0
11450,1,1
11451,1,1
11452,1,1
11453,1,1
11454,1,1
11455,1,1
11456,1,1
11457,2,0
11458,2,2
11459,1,1
11460,1,0
11461,1,0
11462,1,0
11463,1,0
11464,3,3
11465,1,0
11466,1,0
11467,1,0
11468,1,1
11469,1,1
11470,1,1
11471,1,0
11472,1,1
11473,1,0
11474,1,1
11475,2,2
11476,1,1
11477,1,1
11478,1,0
11479,1,1
11480,1,1
11481,1,1
11482,2,2
11483,1,0
11484,1,1
11485,3,3
11486,2,2
11487,1,1
11488,1,1
11489,1,1
11490,1,1
11491,1,1
11492,1,1
11493,1,1
11494,1,1
11495,1,1
11496,1,1
11497,1,1
11498,1,1
11499,1,1
11500,1,1
11501,3,3
11502,1,1
11503,1,1
11504,1,1
11505,1,1
11506,1,1
11507,1,1
11508,1,1
11509,1,1
11510,1,1
11511,1,0
11512,1,0
11513,1,1
11514,1,1
11515,1,1
11516,2,2
11517,1,1
11518,1,1
11519,1,0
11520,1,1
11521,2,2
11522,1,1
11523,1,1
11524,1,1
11525,1,0
11526,1,0
11527,1,1
11528,2,1
11529,1,0
11530,1,0
11531,1,1
11532,2,1
11533,1,0
11534,1,1
11535,1,0
11536,2,2
11537,1,0
11538,1,0
11539,1,1
11540,2,2
11541,1,0
11542,1,1
11543,1,0
11544,1,0
11545,1,0
11546,1,1
11547,1,0
11548,1,1
11549,1,1
11550,1,1
11551,1,1
11552,1,1
11553,1,0
11554,1,0
11555,2,1
11556,1,1
11557,1,1
11558,1,0
11559,1,1
11560,1,1
11561,1,1
11562,2,2
11563,1,1
11564,3,3
11565,1,1
11566,1,0
11567,1,1
11568,1,1
11569,2,2
11570,1,1
11571,1,1
11572,1,0
11573,1,1
11574,1,0
11575,1,1
11576,1,0
11577,1,0
11578,1,0
11579,3,0
11580,1,1
11581,1,1
11582,1,1
11583,1,1
11584,1,1
11585,1,0
11586,1,0
11587,1,0
11588,1,1
11589,1,1
11590,2,1
11591,1,1
11592,1,1
11593,1,1
11594,2,2
11595,1,1
11596,1,1
11597,1,0
11598,1,1
11599,1,1
11600,1,1
11601,1,1
11602,1,1
11603,1,1
11604,1,1
11605,1,1
11606,1,0
11607,1,0
11608,1,0
11609,1,1
11610,1,0
11611,1,0
11612,1,1
11613,1,0
11614,1,1
11615,1,1
11616,1,1
11617,1,1
11618,1,1
11619,1,1
11620,1,0
