Id,Obs,Mdl
29874,1,0
29875,1,1
29876,1,1
29877,1,0
29878,1,1
29879,1,0
29880,1,1
29881,1,0
29882,2,2
29883,1,0
29884,3,2
29885,1,1
29886,1,0
29887,1,0
29888,1,0
29889,1,1
29890,1,1
29891,2,1
29892,1,1
29893,1,0
29894,1,1
29895,1,1
29896,1,0
29897,1,1
29898,1,0
29899,2,1
29900,1,1
29901,1,0
29902,1,1
29903,1,1
29904,1,1
29905,1,0
29906,1,1
29907,1,1
29908,3,1
29909,1,1
29910,1,1
29911,1,0
29912,1,1
29913,1,0
29914,1,0
29915,1,0
29916,1,0
29917,1,1
29918,1,1
29919,1,0
29920,1,1
29921,1,1
29922,1,1
29923,1,1
29924,1,1
29925,1,0
29926,2,0
29927,1,0
29928,1,1
29929,1,0
29930,4,5
29931,1,0
29932,1,0
29933,1,0
29934,1,0
29935,2,1
29936,1,1
29937,1,0
29938,1,1
29939,1,0
29940,1,1
29941,1,0
29942,1,0
29943,3,4
29944,1,0
29945,1,0
29946,1,1
29947,1,0
29948,1,1
29949,1,0
29950,1,1
29951,1,0
29952,1,1
29953,4,2
29954,1,0
29955,1,0
29956,1,1
29957,1,1
29958,1,0
29959,1,1
29960,1,1
29961,1,0
29962,1,1
29963,1,1
29964,1,1
29965,1,0
29966,1,1
29967,2,1
29968,1,0
29969,1,1
29970,2,0
29971,1,0
29972,1,0
29973,3,3
29974,3,2
29975,1,1
29976,1,0
29977,3,0
29978,1,0
29979,1,1
29980,1,1
29981,2,2
29982,1,1
29983,1,1
29984,1,1
29985,1,1
29986,1,1
29987,4,3
29988,1,1
29989,1,0
29990,2,2
29991,1,1
29992,1,0
29993,1,1
29994,1,1
29995,1,1
29996,1,1
29997,2,2
29998,1,1
29999,1,1
30000,1,1
30001,1,1
30002,1,0
30003,1,1
30004,1,1
30005,1,1
30006,1,1
30007,1,0
30008,1,1
30009,1,1
30010,1,1
30011,1,1
30012,1,1
30013,1,0
30014,1,0
30015,1,1
30016,1,1
30017,1,1
30018,1,1
30019,1,1
30020,1,0
30021,1,0
30022,1,0
30023,1,1
30024,1,1
30025,1,1
30026,1,0
30027,1,0
30028,1,1
30029,1,1
30030,1,0
30031,1,1
30032,1,1
30033,1,0
30034,3,3
30035,3,2
30036,1,0
30037,1,0
30038,2,3
30039,1,0
30040,2,0
30041,1,1
30042,1,0
30043,1,0
30044,1,1
30045,1,1
30046,3,3
30047,1,1
30048,1,1
30049,1,0
30050,2,2
30051,2,2
30052,1,0
30053,1,1
30054,2,2
30055,1,0
30056,1,1
30057,1,0
30058,1,0
30059,2,1
30060,2,0
30061,1,0
30062,2,1
30063,6,4
30064,1,0
30065,1,0
30066,1,0
30067,1,1
30068,1,1
30069,1,1
30070,1,1
30071,1,1
30072,1,0
30073,1,0
30074,1,0
30075,1,0
30076,1,1
30077,1,1
30078,1,1
30079,1,1
30080,1,1
30081,1,1
30082,3,1
30083,1,0
30084,3,3
30085,1,1
30086,1,1
30087,1,1
30088,1,1
30089,1,1
30090,1,1
30091,3,3
30092,1,0
30093,1,0
30094,1,1
30095,5,5
30096,1,0
30097,1,1
30098,2,2
30099,1,1
30100,1,1
30101,1,1
30102,1,1
30103,1,1
30104,1,1
30105,1,1
30106,1,1
30107,1,1
30108,2,1
30109,1,0
30110,1,1
30111,1,1
30112,1,1
30113,1,1
30114,1,1
30115,1,1
30116,1,1
30117,1,1
30118,1,1
30119,1,1
30120,1,0
30121,1,0
30122,1,1
30123,3,3
30124,1,0
30125,4,3
30126,1,1
30127,1,0
30128,1,0
30129,1,1
30130,1,1
30131,1,1
30132,1,1
30133,2,2
30134,1,0
30135,1,1
30136,1,0
30137,1,0
30138,1,1
30139,1,1
30140,1,0
30141,1,1
30142,1,1
30143,1,1
30144,1,1
30145,1,1
30146,1,1
30147,2,2
30148,2,2
30149,1,1
30150,1,1
30151,1,1
30152,1,0
30153,1,1
30154,1,1
30155,1,0
30156,1,1
30157,1,1
30158,1,1
30159,1,1
30160,2,1
30161,1,1
30162,1,1
30163,1,1
30164,1,1
30165,1,1
30166,1,0
30167,1,1
30168,1,0
30169,1,1
30170,1,1
30171,1,1
30172,1,1
30173,1,0
30174,1,0
30175,1,1
30176,1,1
30177,1,1
30178,1,1
30179,1,1
30180,1,1
30181,1,1
30182,1,1
30183,2,2
30184,1,1
30185,1,1
30186,1,1
30187,1,1
30188,1,1
30189,1,0
30190,1,1
30191,1,0
30192,1,1
30193,1,1
30194,1,0
30195,1,0
30196,1,1
30197,1,1
30198,1,1
30199,1,0
30200,1,1
30201,1,0
30202,1,1
30203,1,1
30204,1,0
30205,1,1
30206,1,1
30207,1,1
30208,1,0
30209,1,1
30210,1,1
30211,1,1
30212,1,1
30213,1,1
30214,1,1
30215,1,1
30216,1,1
30217,1,1
30218,1,0
30219,1,0
30220,1,1
30221,1,0
30222,1,1
30223,2,1
30224,1,1
30225,1,0
30226,1,1
30227,1,1
30228,1,1
30229,1,1
30230,1,1
30231,1,1
30232,1,0
30233,1,0
30234,1,0
30235,1,0
30236,1,1
30237,1,1
30238,1,0
30239,1,0
30240,1,0
30241,1,0
30242,1,1
30243,1,0
30244,1,1
30245,2,0
30246,1,1
30247,1,0
30248,1,0
30249,1,0
30250,1,1
30251,1,1
30252,1,1
30253,1,1
30254,1,1
30255,1,1
30256,1,1
30257,1,1
30258,1,0
30259,1,0
30260,1,1
30261,1,0
30262,1,1
30263,1,0
30264,1,1
30265,1,1
30266,1,0
30267,1,0
30268,1,1
30269,1,0
30270,1,1
30271,1,1
30272,1,1
30273,1,0
30274,1,1
30275,1,0
30276,1,0
30277,1,0
30278,2,2
30279,1,0
30280,2,0
30281,1,1
30282,2,2
30283,1,1
30284,1,1
30285,1,1
30286,1,1
30287,1,1
30288,4,4
30289,1,1
30290,1,1
30291,1,1
30292,1,0
30293,1,0
30294,4,3
30295,1,0
30296,1,1
30297,1,1
30298,1,0
30299,1,0
30300,2,2
30301,1,0
30302,1,0
30303,1,1
30304,1,1
30305,1,1
30306,2,2
30307,1,1
30308,1,1
30309,1,1
30310,1,0
30311,1,0
30312,1,1
30313,1,1
30314,1,1
30315,1,1
30316,1,0
30317,1,1
30318,1,1
30319,1,1
30320,1,0
30321,2,2
30322,1,1
30323,1,0
30324,1,1
30325,1,1
30326,1,1
30327,1,1
30328,1,1
30329,1,0
30330,2,2
30331,1,1
30332,2,2
30333,1,0
30334,1,1
30335,1,1
30336,1,1
30337,1,1
30338,1,1
30339,1,1
30340,1,1
30341,1,1
30342,1,1
30343,1,1
30344,1,1
30345,1,0
30346,1,1
30347,1,1
30348,1,1
30349,1,0
30350,1,0
30351,1,1
30352,1,1
30353,1,0
30354,2,2
30355,3,3
30356,1,1
30357,2,2
30358,1,0
30359,1,1
30360,1,1
30361,1,0
30362,1,1
30363,2,1
30364,1,0
30365,1,0
30366,2,2
30367,1,0
30368,1,0
30369,1,1
30370,1,1
30371,1,1
30372,1,0
30373,1,0
30374,1,0
30375,2,2
30376,1,0
30377,2,2
30378,1,1
30379,1,1
30380,4,4
30381,1,1
30382,1,1
30383,1,1
30384,1,1
30385,1,0
30386,1,1
30387,1,1
30388,2,2
30389,1,0
30390,1,1
30391,1,0
30392,1,1
30393,3,2
30394,1,1
30395,1,1
30396,1,1
30397,1,1
30398,1,1
30399,1,1
30400,1,0
30401,1,1
30402,1,1
30403,1,0
30404,1,0
30405,1,0
30406,1,0
30407,1,1
30408,1,0
30409,2,0
30410,1,1
30411,1,1
30412,1,0
30413,1,1
30414,1,1
30415,1,0
30416,1,1
30417,1,1
30418,1,0
30419,1,0
30420,6,0
30421,1,1
30422,2,0
30423,1,1
30424,1,0
30425,1,0
30426,1,1
30427,1,1
30428,1,0
30429,1,1
30430,1,1
30431,1,0
30432,7,7
30433,1,1
30434,1,1
30435,1,1
30436,1,1
30437,3,3
30438,1,0
30439,1,1
30440,1,1
30441,1,1
30442,1,0
30443,1,0
30444,1,1
30445,1,1
30446,1,1
30447,1,1
30448,2,2
30449,1,1
30450,1,0
30451,1,1
30452,1,0
30453,1,1
30454,1,0
30455,1,1
30456,1,1
30457,1,1
30458,1,1
30459,1,1
30460,1,0
30461,1,1
30462,1,0
30463,1,0
30464,1,1
30465,1,1
30466,1,1
30467,1,0
30468,1,1
30469,1,1
30470,1,1
30471,1,1
30472,1,1
30473,1,1
30474,1,0
30475,1,0
30476,1,0
30477,1,1
30478,1,1
30479,1,1
30480,1,1
30481,1,1
30482,1,0
30483,1,0
30484,1,1
30485,5,5
30486,1,0
30487,1,0
30488,1,0
30489,1,1
30490,1,1
30491,1,1
30492,1,1
30493,1,0
30494,1,0
30495,1,1
30496,1,1
30497,1,1
30498,1,1
30499,1,1
30500,1,1
30501,1,1
30502,1,1
30503,1,0
30504,1,1
30505,3,3
30506,1,1
30507,1,0
30508,1,0
30509,1,1
30510,1,1
30511,1,1
30512,1,1
30513,1,1
30514,1,1
30515,1,0
30516,1,1
30517,3,0
30518,1,1
30519,1,1
30520,1,1
30521,1,0
30522,1,1
30523,1,0
30524,1,0
30525,1,1
30526,1,0
30527,1,1
30528,1,0
30529,1,1
30530,1,1
30531,2,0
30532,1,0
30533,1,0
30534,1,0
30535,1,1
30536,2,2
30537,1,1
30538,1,1
30539,1,1
30540,1,1
30541,3,3
30542,1,1
30543,1,1
30544,1,0
30545,1,0
30546,1,1
30547,1,1
30548,1,0
30549,1,1
30550,1,1
30551,1,1
30552,1,1
30553,1,1
30554,1,1
30555,1,0
30556,1,1
30557,1,0
30558,1,1
30559,2,1
30560,1,0
30561,2,2
30562,1,1
30563,1,0
30564,1,1
30565,1,0
30566,1,1
30567,1,1
30568,1,0
30569,1,1
30570,1,1
30571,1,0
30572,2,0
30573,1,1
30574,1,1
30575,1,0
30576,1,1
30577,1,1
30578,1,1
30579,1,1
30580,1,0
30581,1,1
30582,1,1
30583,1,1
30584,1,1
30585,1,0
30586,1,1
30587,1,0
30588,1,0
30589,1,1
30590,1,1
30591,1,1
30592,1,1
30593,1,1
30594,1,1
30595,1,1
30596,1,0
30597,2,1
30598,1,0
30599,1,1
30600,1,0
30601,1,1
30602,1,1
30603,1,1
30604,1,1
30605,1,1
30606,1,2
30607,1,0
30608,1,0
30609,1,0
30610,1,0
30611,1,1
30612,1,1
30613,2,1
30614,1,1
30615,1,0
30616,1,0
30617,1,1
30618,1,1
30619,1,0
30620,1,1
30621,1,1
30622,5,5
30623,3,3
30624,1,1
30625,1,0
30626,1,1
30627,1,0
30628,1,0
30629,1,1
30630,2,1
30631,1,0
30632,1,1
30633,1,1
30634,1,1
30635,1,1
30636,1,1
30637,1,0
30638,1,1
30639,1,0
30640,1,1
30641,1,1
30642,1,1
30643,1,1
30644,1,1
30645,1,0
30646,2,2
30647,1,0
30648,1,0
30649,1,1
30650,1,1
30651,1,1
30652,1,1
30653,1,0
30654,1,1
30655,1,1
30656,1,1
30657,1,1
30658,1,1
30659,1,1
30660,1,1
30661,1,0
30662,2,2
30663,1,1
30664,1,1
30665,1,0
30666,1,0
30667,1,1
30668,1,1
30669,3,3
30670,1,0
30671,1,1
30672,1,1
30673,1,1
30674,1,1
30675,1,1
30676,1,1
30677,2,2
30678,1,1
30679,1,1
30680,2,2
30681,1,1
30682,1,0
30683,1,1
30684,1,1
30685,1,1
30686,1,1
30687,1,1
30688,1,1
30689,2,2
30690,1,1
30691,1,1
30692,1,0
30693,1,1
30694,1,1
30695,1,1
30696,1,1
30697,1,0
30698,1,1
30699,1,1
30700,1,1
30701,1,0
30702,1,0
30703,1,1
30704,1,1
30705,1,1
30706,1,1
30707,1,1
30708,1,1
30709,1,1
30710,1,0
30711,1,1
30712,1,1
30713,1,1
30714,1,1
30715,2,2
30716,1,1
30717,1,0
30718,1,1
30719,1,1
30720,1,0
30721,1,0
30722,1,1
30723,1,1
30724,1,0
30725,1,0
30726,1,0
30727,3,3
30728,1,1
30729,1,1
30730,1,1
30731,1,1
30732,1,0
30733,1,1
30734,1,1
30735,1,1
30736,1,1
30737,1,0
30738,1,1
30739,1,0
30740,2,2
30741,1,1
30742,1,0
30743,1,0
30744,1,0
30745,1,0
30746,1,0
30747,1,1
30748,1,1
30749,1,0
30750,1,0
30751,1,1
30752,1,0
30753,2,3
30754,1,0
30755,2,2
30756,5,2
30757,1,1
30758,1,0
30759,1,0
30760,2,1
30761,1,1
30762,1,1
30763,1,1
30764,1,1
30765,1,1
30766,2,1
30767,1,0
30768,1,1
30769,2,1
30770,2,1
30771,1,0
30772,1,0
30773,1,1
30774,1,1
30775,1,1
30776,1,1
30777,1,1
30778,1,1
30779,1,1
30780,1,0
30781,1,0
30782,1,1
30783,1,1
30784,2,2
30785,1,0
30786,1,0
30787,1,1
30788,1,1
30789,1,1
30790,2,1
30791,1,1
30792,1,1
30793,1,1
30794,1,0
30795,1,0
30796,1,0
30797,1,1
30798,1,0
30799,1,1
30800,1,1
30801,1,1
30802,1,1
30803,1,1
30804,1,1
30805,1,1
30806,1,0
30807,3,3
30808,2,1
30809,1,1
30810,6,3
30811,1,0
30812,1,0
30813,1,1
30814,1,1
30815,3,0
30816,1,0
30817,2,2
30818,1,0
30819,8,8
30820,1,0
30821,1,0
30822,1,1
30823,1,2
30824,1,0
30825,1,1
30826,1,1
30827,1,0
30828,1,1
30829,1,1
30830,1,1
30831,1,1
30832,2,0
30833,2,2
30834,1,1
30835,1,0
30836,1,1
30837,1,1
30838,1,1
30839,1,1
30840,1,0
30841,1,1
30842,1,0
30843,1,0
30844,1,0
30845,1,0
30846,1,1
30847,1,1
30848,1,1
30849,1,0
30850,1,0
30851,3,0
30852,3,0
30853,1,1
30854,1,0
30855,1,0
30856,1,0
30857,1,0
30858,1,1
30859,1,1
30860,1,1
30861,2,2
30862,1,1
30863,1,0
30864,1,1
30865,1,1
30866,1,0
30867,1,1
30868,1,1
30869,1,1
30870,2,2
30871,1,0
30872,1,1
30873,1,0
30874,1,0
30875,1,0
30876,1,1
30877,1,1
30878,1,1
30879,1,0
30880,1,0
30881,1,1
30882,1,1
30883,1,0
30884,1,1
30885,1,1
30886,1,1
30887,1,0
30888,2,2
30889,1,1
30890,1,0
30891,1,1
30892,1,1
30893,1,1
30894,1,1
30895,1,1
30896,1,0
30897,1,0
30898,1,1
30899,1,1
30900,1,1
30901,1,0
30902,1,1
30903,1,0
30904,1,1
30905,1,0
30906,1,0
30907,1,1
30908,1,1
30909,1,1
30910,1,1
30911,1,1
30912,1,1
30913,1,1
30914,1,1
30915,1,0
30916,1,0
30917,1,1
30918,1,1
30919,1,1
30920,1,1
30921,1,1
30922,1,1
30923,1,1
30924,1,1
30925,1,0
30926,1,0
30927,3,3
30928,1,1
30929,1,0
30930,1,1
30931,3,3
30932,1,0
30933,1,0
30934,1,1
30935,1,0
30936,1,1
30937,1,1
30938,5,5
30939,1,1
30940,1,1
30941,1,1
30942,1,0
30943,1,0
30944,1,1
30945,1,1
30946,1,1
30947,1,1
30948,1,1
30949,2,1
30950,1,0
30951,2,2
30952,2,0
30953,1,1
30954,1,1
30955,1,1
30956,1,0
30957,2,1
30958,1,1
30959,1,1
30960,1,1
30961,1,1
30962,1,1
30963,1,1
30964,1,0
30965,1,1
30966,1,1
30967,1,1
30968,1,1
30969,1,1
30970,1,1
30971,1,1
30972,1,1
30973,1,1
30974,1,1
30975,1,1
30976,1,1
30977,1,1
30978,1,0
30979,1,1
30980,4,4
30981,1,1
30982,1,1
30983,1,0
30984,1,1
30985,1,1
30986,3,3
30987,1,0
30988,1,1
30989,1,1
30990,1,1
30991,1,1
30992,1,0
30993,1,1
30994,1,1
30995,1,1
30996,1,0
30997,1,1
30998,1,1
30999,1,1
31000,1,1
31001,1,1
31002,1,1
31003,1,0
31004,1,1
31005,2,2
31006,1,0
31007,1,1
31008,1,1
31009,1,0
31010,1,0
31011,1,1
31012,1,0
31013,1,0
31014,1,0
31015,1,1
31016,1,0
31017,5,4
31018,1,1
31019,1,1
31020,1,1
31021,1,0
31022,1,0
31023,1,1
31024,1,1
31025,1,0
31026,1,0
31027,1,0
31028,1,1
31029,1,1
31030,1,0
31031,2,0
31032,1,0
31033,1,1
31034,1,1
31035,1,1
31036,1,1
31037,1,1
31038,2,0
31039,1,1
31040,1,0
31041,1,1
31042,1,0
31043,2,2
31044,2,2
31045,2,1
31046,1,1
31047,1,0
31048,1,0
31049,1,1
31050,1,0
31051,1,0
31052,1,0
31053,1,1
31054,1,1
31055,1,1
31056,1,1
31057,1,1
31058,1,1
31059,1,1
31060,1,0
31061,2,2
31062,1,1
31063,1,1
31064,1,1
31065,1,1
31066,1,0
31067,1,1
31068,6,8
31069,5,2
31070,6,4
31071,1,1
31072,1,0
31073,1,0
31074,1,1
31075,1,1
31076,1,1
31077,1,1
31078,1,1
31079,1,1
31080,1,1
31081,4,0
31082,2,1
31083,7,7
31084,3,0
31085,6,4
31086,2,0
31087,1,0
31088,3,3
31089,1,0
31090,1,0
31091,1,0
31092,1,1
31093,1,0
31094,4,4
31095,7,7
31096,1,0
31097,2,2
31098,1,1
31099,1,0
31100,1,1
31101,1,0
31102,4,2
31103,1,0
31104,1,0
31105,1,1
31106,1,1
31107,2,1
31108,2,2
31109,1,1
31110,1,1
31111,1,1
31112,1,1
31113,1,1
31114,1,1
31115,1,0
31116,1,0
31117,4,4
31118,2,0
31119,1,1
31120,6,6
31121,4,3
31122,4,4
31123,2,0
31124,1,0
31125,3,3
31126,1,1
31127,1,0
31128,1,1
31129,1,1
31130,1,1
31131,2,2
31132,1,0
31133,1,0
31134,2,0
31135,1,1
31136,1,0
31137,2,2
31138,2,2
31139,1,0
31140,1,1
31141,1,1
31142,1,1
31143,1,1
31144,1,0
31145,4,1
31146,1,1
31147,1,1
31148,1,0
31149,1,1
31150,1,1
31151,1,0
31152,1,1
31153,1,1
31154,1,1
31155,1,0
31156,3,2
31157,6,3
31158,3,2
31159,2,2
31160,2,2
31161,1,1
31162,3,3
31163,1,1
31164,1,0
31165,1,1
31166,2,0
31167,1,0
31168,3,2
31169,3,0
31170,1,0
31171,1,0
31172,4,4
31173,1,0
31174,1,1
31175,1,0
31176,1,1
31177,1,1
31178,1,1
31179,1,0
31180,1,0
31181,1,1
31182,1,0
31183,1,0
31184,1,1
31185,1,1
31186,1,0
31187,2,0
31188,1,0
31189,1,1
31190,2,0
31191,1,0
31192,1,1
31193,1,1
31194,1,0
31195,1,0
31196,1,0
31197,1,0
31198,1,0
31199,2,0
31200,1,1
31201,1,1
31202,1,0
31203,3,0
31204,2,0
31205,5,4
31206,1,0
31207,1,0
31208,2,2
31209,1,1
31210,2,1
31211,1,1
31212,2,1
31213,1,0
31214,2,1
31215,1,0
31216,1,1
31217,3,3
31218,1,0
31219,1,0
31220,2,1
31221,1,0
31222,1,0
31223,1,0
31224,1,0
31225,1,0
31226,1,1
31227,4,3
31228,1,1
31229,1,1
31230,1,1
31231,1,1
31232,2,2
31233,1,1
31234,1,0
31235,1,1
31236,1,0
31237,2,2
31238,1,0
31239,1,0
31240,4,1
31241,1,0
31242,1,0
31243,1,0
31244,1,1
31245,3,2
31246,1,1
31247,1,1
31248,1,1
31249,1,0
31250,3,1
31251,1,1
31252,1,1
31253,2,1
31254,2,1
31255,1,0
31256,1,0
31257,1,1
31258,6,4
31259,2,1
31260,6,5
31261,3,1
31262,2,2
31263,1,0
31264,3,0
31265,1,0
31266,2,0
31267,1,1
31268,1,1
31269,1,1
31270,1,0
31271,1,1
31272,2,2
31273,1,1
31274,1,0
31275,2,1
31276,1,1
31277,1,1
31278,1,0
31279,1,0
31280,1,0
31281,1,0
31282,1,1
31283,5,5
31284,2,2
31285,1,0
31286,1,1
31287,2,0
31288,1,0
31289,2,2
31290,1,1
31291,1,1
31292,1,0
31293,1,0
31294,3,2
31295,1,1
31296,1,0
31297,2,1
31298,1,0
31299,1,0
31300,1,1
31301,1,1
31302,1,1
31303,1,1
31304,1,0
31305,1,1
31306,1,1
31307,1,0
31308,1,0
31309,1,0
31310,2,2
31311,2,2
31312,1,1
31313,1,1
31314,1,1
31315,1,0
31316,1,1
31317,1,1
31318,4,4
31319,2,2
31320,4,0
31321,2,0
31322,2,1
31323,1,0
31324,1,1
31325,1,1
31326,1,0
31327,1,1
31328,1,0
31329,1,1
31330,1,1
31331,1,0
31332,1,1
31333,1,0
31334,1,1
31335,2,2
31336,1,0
31337,1,0
31338,2,2
31339,1,1
31340,1,0
31341,2,1
31342,1,0
31343,1,0
31344,1,0
31345,1,0
31346,1,1
31347,1,1
31348,1,1
31349,1,1
31350,1,1
31351,2,1
31352,2,3
31353,1,0
31354,2,0
31355,1,0
31356,4,3
31357,1,1
31358,4,3
31359,5,3
31360,2,1
31361,1,2
31362,3,2
31363,1,0
31364,2,0
31365,1,1
31366,1,0
31367,4,6
31368,1,0
31369,4,0
31370,2,0
31371,2,0
31372,5,5
31373,3,3
31374,1,0
31375,1,0
31376,2,0
31377,1,0
31378,1,0
31379,1,1
31380,1,0
31381,1,1
31382,3,0
31383,3,2
31384,2,2
31385,1,1
31386,2,0
31387,2,0
31388,1,0
31389,1,0
31390,1,0
31391,1,1
31392,1,1
31393,1,0
31394,2,1
31395,1,1
31396,1,1
31397,3,0
31398,1,0
31399,2,2
31400,1,1
31401,1,0
31402,1,1
31403,1,0
31404,1,1
31405,1,1
31406,1,1
31407,1,1
31408,1,1
31409,1,1
31410,1,0
31411,1,1
31412,1,1
31413,1,1
31414,1,0
31415,2,2
31416,1,0
31417,1,0
31418,1,1
31419,1,1
31420,1,1
31421,1,1
31422,1,1
31423,2,1
31424,1,1
31425,2,2
31426,1,1
31427,1,0
31428,1,1
31429,1,0
31430,1,1
31431,1,1
31432,1,1
31433,1,1
31434,1,1
31435,1,1
31436,1,1
31437,1,1
31438,1,0
31439,1,1
31440,2,2
31441,1,1
31442,1,1
31443,1,0
31444,1,1
31445,2,2
31446,1,1
31447,2,2
31448,1,0
31449,1,0
31450,1,1
31451,1,1
31452,1,1
31453,1,0
31454,1,1
31455,1,1
31456,1,0
31457,1,1
31458,1,1
31459,1,1
31460,1,1
31461,1,1
31462,1,1
31463,1,1
31464,1,1
31465,1,1
31466,2,2
31467,1,1
31468,1,1
31469,1,0
31470,3,0
31471,1,1
31472,1,1
31473,1,0
31474,1,1
31475,1,1
31476,1,1
31477,1,1
31478,2,2
31479,1,1
31480,1,1
31481,1,1
31482,1,0
31483,1,1
31484,1,0
31485,1,0
31486,1,1
31487,2,0
31488,1,0
31489,1,1
31490,2,2
31491,1,1
31492,1,1
31493,1,0
31494,1,0
31495,1,1
31496,1,1
31497,1,1
31498,1,1
31499,1,0
31500,1,1
31501,1,1
31502,1,1
31503,1,0
31504,1,1
31505,1,1
31506,1,0
31507,1,1
31508,1,0
31509,1,1
31510,1,0
31511,1,1
31512,1,0
31513,1,0
31514,1,1
31515,1,1
31516,1,1
31517,1,0
31518,1,1
31519,1,1
31520,1,0
31521,1,1
31522,1,1
31523,1,1
31524,1,1
31525,1,1
31526,1,1
31527,1,1
31528,3,1
31529,1,1
31530,1,1
31531,1,1
31532,2,2
31533,1,1
31534,1,1
31535,1,0
31536,1,1
31537,1,1
31538,1,1
31539,1,1
31540,2,0
31541,1,1
31542,1,0
31543,1,1
31544,1,1
31545,1,1
31546,1,1
31547,1,0
31548,1,0
31549,1,1
31550,1,0
31551,1,0
31552,1,1
31553,1,0
31554,1,0
31555,1,1
31556,1,1
31557,1,0
31558,1,1
31559,1,1
31560,1,1
31561,1,0
31562,1,1
31563,1,0
31564,1,1
31565,1,1
31566,1,1
31567,1,1
31568,2,0
31569,1,0
31570,1,0
31571,1,1
31572,1,0
31573,2,1
31574,1,0
31575,1,1
31576,1,1
31577,1,1
31578,2,2
31579,2,2
31580,1,1
31581,1,1
31582,1,1
31583,1,0
31584,1,0
31585,1,0
31586,1,1
31587,1,1
31588,1,1
31589,2,2
31590,1,0
31591,1,1
31592,1,1
31593,1,1
31594,1,1
31595,1,0
31596,1,1
31597,1,1
31598,1,1
31599,1,1
31600,1,0
31601,1,1
31602,1,1
31603,1,1
31604,1,1
31605,1,1
31606,2,2
31607,1,1
31608,1,1
31609,1,0
31610,1,1
31611,1,0
31612,1,1
31613,1,0
31614,2,2
31615,1,1
31616,1,1
31617,1,1
31618,1,1
31619,1,1
31620,1,1
31621,1,1
31622,1,1
31623,3,2
31624,1,0
31625,1,1
31626,1,1
31627,1,1
31628,2,1
31629,1,0
31630,1,1
31631,2,2
31632,1,1
31633,1,1
31634,1,1
31635,1,1
31636,1,1
31637,1,1
31638,1,1
31639,1,1
31640,1,1
31641,2,2
31642,1,1
31643,1,1
31644,1,1
31645,1,1
31646,1,0
31647,4,2
31648,1,0
31649,1,0
31650,1,0
31651,1,0
31652,1,1
31653,1,1
31654,1,1
31655,1,1
31656,1,0
31657,1,1
31658,1,1
31659,1,1
31660,1,1
31661,2,2
31662,1,1
31663,1,1
31664,2,2
31665,1,0
31666,1,0
31667,1,1
31668,1,1
31669,1,1
31670,1,1
31671,1,1
31672,1,0
31673,1,1
31674,1,0
31675,5,5
31676,1,0
31677,1,1
31678,1,1
31679,1,1
31680,1,1
31681,1,1
31682,2,2
31683,2,0
31684,1,1
31685,1,1
31686,1,1
31687,1,0
31688,1,1
31689,1,1
31690,1,1
31691,1,1
31692,2,2
31693,2,0
31694,1,0
31695,1,1
31696,1,1
31697,1,0
31698,1,1
31699,1,1
31700,1,0
31701,2,2
31702,1,1
31703,2,0
31704,1,1
31705,1,1
31706,1,1
31707,1,0
31708,1,0
31709,1,0
31710,2,2
31711,1,0
31712,1,0
31713,2,2
31714,2,1
31715,1,0
31716,1,0
31717,1,1
31718,1,0
31719,1,1
31720,1,1
31721,1,0
31722,1,0
31723,1,0
31724,1,0
31725,1,1
31726,1,1
31727,1,2
31728,1,0
31729,1,1
31730,1,1
31731,1,1
31732,1,0
31733,1,0
31734,1,1
31735,1,1
31736,1,1
31737,1,1
31738,1,1
31739,1,0
31740,1,1
31741,1,1
31742,1,0
31743,1,1
31744,1,0
31745,1,1
31746,1,1
31747,1,0
31748,1,1
31749,1,1
31750,8,8
31751,1,0
31752,1,1
31753,1,0
31754,1,1
31755,1,1
31756,2,2
31757,1,1
31758,1,1
31759,1,0
31760,1,0
31761,1,0
31762,4,4
31763,1,0
31764,1,1
31765,1,0
31766,2,1
31767,1,0
31768,1,1
31769,1,1
31770,1,0
31771,1,0
31772,1,0
31773,2,2
31774,1,0
31775,1,0
31776,1,0
31777,2,0
31778,1,1
31779,1,1
31780,1,0
31781,2,2
31782,1,0
31783,1,1
31784,1,1
31785,1,0
31786,1,1
31787,1,1
31788,1,1
31789,1,1
31790,1,1
31791,2,2
31792,1,0
31793,1,0
31794,1,1
31795,1,0
31796,1,0
31797,1,0
31798,1,0
31799,1,1
31800,1,0
31801,1,1
31802,1,0
31803,1,1
31804,1,1
31805,1,1
31806,1,1
31807,1,1
31808,1,1
31809,1,1
31810,1,1
31811,2,1
31812,2,2
31813,2,2
31814,1,0
31815,2,2
31816,1,0
31817,1,1
31818,1,1
31819,1,1
31820,1,1
31821,1,1
31822,1,1
31823,1,1
31824,1,0
31825,1,1
31826,1,1
31827,1,0
31828,1,0
31829,1,0
31830,1,0
31831,1,0
31832,1,0
31833,1,1
31834,2,0
31835,2,0
31836,1,0
31837,1,1
31838,1,0
31839,1,1
31840,1,1
31841,2,2
31842,1,0
31843,1,0
31844,1,0
31845,1,1
31846,1,1
31847,1,1
31848,1,0
31849,1,1
31850,1,1
31851,2,2
31852,1,0
31853,1,0
31854,1,1
31855,1,0
31856,1,1
31857,1,1
31858,1,1
31859,1,1
31860,1,1
31861,1,0
31862,1,0
31863,1,0
31864,1,1
31865,1,0
31866,1,1
31867,1,0
31868,1,1
31869,1,0
31870,1,1
31871,1,1
